rank,date,qantas_drop_percent,qantas_close,qantas_open,asx200_movement_percent,market_context,news_articles_found,primary_cause,categories,top_headlines,article_sources,article_urls,profit_vs_expectations,safety_events
76,2012-07-16,-3.74,0.94,0.976,0.56,Qantas-specific (worse than market),6,"The Qantas share price dropped due to a significant statutory loss of $244 million, driven by record high fuel costs, industrial action, and challenging global aviation conditions, alongside the decision not to declare a final dividend.",Fuel costs; Industrial action; Profit warnings,"Analysis: Qantas share price drop on 16-Jul-2012; Record high fuel costs**: Qantas faced fuel expenses of $4.3 billion, an increase of $645 million compared to the previous year[1][3].; Industrial action**: Strikes and disputes led to the grounding of the Qantas fleet, costing the company $194 million[1][3].",Perplexity Analysis; News Archive; News Archive,https://www.qantasnewsroom.com.au/media-releases/qantas-20112012-financial-result/; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/investorPresentation12.pdf; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseResults12.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://www.annualreports.com/HostedData/AnnualReportArchive/q/ASX_QAN_2012.pdf; https://www.qantas.com.au/infodetail/about/investors/qantas-data-book-2012.pdf; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/investorPresentation12.pdf,No profit results reported.,
77,2020-02-07,-3.71,6.277,6.519,-0.32,Qantas-specific (worse than market),4,"The Qantas share price dropped primarily due to escalating concerns about the COVID-19 pandemic's impact on travel demand, leading to significant flight reductions and a broader market sell-off.",COVID-19; Market volatility,Analysis: Qantas share price drop on 07-Feb-2020; COVID-19 pandemic fears** causing a collapse in travel demand.; Qantas’s announcement of major flight reductions** and cost-cutting measures[3][5].,Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2022/10/17/has-the-qantas-share-price-finally-left-covid-in-its-contrail/; https://www.raskmedia.com.au/2025/07/02/qantas-asxqan-share-price-drops-on-cyber-attack/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://australianaviation.com.au/2020/03/asx-chaos-as-qantas-and-virgin-shares-nosedive/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/2020HY/HY20-Media-Release.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://openbriefing.com/AsxDownload.aspx?pdfUrl=Report%2FComNews%2F20200220%2F02204386.pdf; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/2020FY/FY20-Media-Release.pdf; https://www.qantasnewsroom.com.au/media-releases/qantas-group-posts-significant-loss-from-full-year-of-covid/; https://www.raskmedia.com.au/2025/07/02/qantas-asxqan-share-price-drops-on-cyber-attack/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310,No profit results reported.,
78,2015-06-26,-3.7,2.846,2.956,-1.54,Similar to market,4,"The Qantas share price drop on 26 June 2015 was primarily due to rising oil prices increasing cost pressures and weaker consumer confidence leading to reduced demand for flights, compounded by broader market concerns about airline profitability.",Fuel costs; Market volatility; Competition,"Analysis: Qantas share price drop on 26-Jun-2015; Recovery in oil prices:** Fuel is Qantas's largest expense, and the rebound in oil prices from earlier lows increased cost pressures, raising concerns about future profitability[1].; Weaker consumer confidence and demand:** Qantas had announced reductions in domestic and international flights due to lower-than-expected demand, with bookings for April and May 2015 significantly dow",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2016/06/02/3-reasons-why-the-qantas-airways-limited-share-price-has-dropped-26-this-year/; https://www.ato.gov.au/law/view/pdf/pbr/cr2015-101.pdf; https://www.fool.com.au/2020/06/26/qantas-share-price-down-6-after-completing-1-4bn-institutional-placement/; https://www.fool.com.au/2024/10/02/why-did-the-qantas-share-price-rocket-26-in-the-past-quarter/; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20151126%2F01689444.pdf; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20151106%2F01682312.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://www.asxonline.com/content/dam/asxonline/public/notices/2015/oct/asx_045733.pdf; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://www.goerie.com/story/news/nation-world/2015/02/26/qantas-rebounds-from-loss-to/24794467007/; https://www.qantasnewsroom.com.au/media-releases/qantas-half-year-2015-financial-results/; https://www.ato.gov.au/law/view/pdf/pbr/cr2015-101.pdf; https://www.fool.com.au/2020/06/26/qantas-share-price-down-6-after-completing-1-4bn-institutional-placement/,No profit results reported.,
79,2020-02-24,-3.68,5.832,6.054,-2.0,Similar to market,1,"The Qantas share price dropped due to escalating concerns over COVID-19, leading to a collapse in travel demand, significant capacity cuts, and investor panic over the airline industry's outlook.",COVID-19; Operational disruptions,Analysis: Qantas share price drop on 24-Feb-2020,Perplexity Analysis,https://www.fool.com.au/2023/01/16/shareholders-rejoice-qantas-share-price-hits-post-market-crash-high/; https://www.fool.com.au/2022/10/17/has-the-qantas-share-price-finally-left-covid-in-its-contrail/; https://www.ig.com/en/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.qantasnewsroom.com.au/media-releases/qantas-group-posts-significant-loss-from-full-year-of-covid/; https://stocksdownunder.com/news/qantas/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.marketindex.com.au/asx/qan; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20220224%2F02490822.pdf,,
80,2012-07-10,-3.67,0.958,0.994,-0.49,Qantas-specific (worse than market),7,"The Qantas share price drop on 10 July 2012 was primarily due to record high fuel costs and industrial action, leading to significant financial losses and a deterioration in investor confidence.",Fuel costs; Industrial action,"Analysis: Qantas share price drop on 10-Jul-2012; Qantas reported a **statutory loss after tax** for the year, with underlying profit before tax of only $95 million[4].; Fuel costs** reached a record $4.3 billion, up $645 million from the previous year, severely impacting profitability[4].",Perplexity Analysis; News Archive; News Archive,https://www.resilience.org/stories/2014-03-06/the-end-of-airlines-predicted-by-no-other-than-former-qantas-ceo-geoff-dixon-in-july-2008/; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://investor.qantas.com/investors/?page=historical-share-price; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseResults12.pdf; https://www.annualreports.com/HostedData/AnnualReportArchive/q/ASX_QAN_2012.pdf; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://investor.qantas.com/investors/?page=historical-share-price,No profit results reported.,
81,2016-04-21,-3.66,2.93,3.041,1.09,Qantas-specific (worse than market),6,"The Qantas share price dropped due to weaker-than-expected demand for domestic services, revised capacity growth forecasts, and competitive pricing pressures, leading to a decline in revenue per available seat kilometre (RASK).",Competition; Profit warnings; Operational disruptions,Analysis: Qantas share price drop on 21-Apr-2016; Softness in demand** related to the upcoming federal election and a recent drop in consumer confidence in Australia[2].; Weakness in bookings** that emerged over the peak Easter and school holidays in late March and continued into forward bookings for April and May[2].,Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.fool.com.au/2016/04/18/why-the-qantas-share-price-has-crashed-today/; https://www.fool.com.au/2025/03/11/why-is-the-qantas-share-price-crashing-10-today/; https://www.ig.com/au/news-and-trade-ideas/will-qantas-shares-be-joyced-along-with-the-customers--220930; https://investor.qantas.com/investors/?page=historical-share-price; https://www.annualreports.com/HostedData/AnnualReportArchive/q/ASX_QAN_2016.pdf; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/annual-reports/2016AnnualReport.pdf; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/annual-reports/2019-Annual-Report-ASX.pdf; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://www.fool.com.au/2016/04/18/why-the-qantas-share-price-has-crashed-today/; https://www.fool.com.au/2025/03/11/why-is-the-qantas-share-price-crashing-10-today/,No profit results reported.,
82,2020-12-04,-3.66,5.105,5.299,0.28,Qantas-specific (worse than market),5,"The Qantas share price drop on 4 December 2020 was primarily due to the ongoing impact of the COVID-19 pandemic, which severely reduced travel demand and led to significant revenue losses for the airline.",COVID-19; Market volatility,"Analysis: Qantas share price drop on 04-Dec-2020; International and domestic travel restrictions** led to a sharp decline in passenger numbers and revenue[1][2].; The company implemented drastic cost-cutting measures, including standing down thousands of employees, deferring capital expenditure, and suspending dividend payments to conserve cash[1].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2020/08/12/will-the-qantas-share-price-fly-high-again-in-2020/; https://www.ig.com/en/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://australianaviation.com.au/2020/03/asx-chaos-as-qantas-and-virgin-shares-nosedive/; https://www.youtube.com/watch?v=EGWf9mevxXA; https://australianaviation.com.au/2020/03/trump-sends-qantas-shares-slumping-50-from-december/; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://www.fool.com.au/2023/01/16/shareholders-rejoice-qantas-share-price-hits-post-market-crash-high/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/2021HY/HY21-Interim-Financial-Report.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-group-posts-significant-loss-from-full-year-of-covid/; https://www.ig.com/en/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://australianaviation.com.au/2020/03/asx-chaos-as-qantas-and-virgin-shares-nosedive/,,
83,2016-10-28,-3.61,2.572,2.668,-0.22,Qantas-specific (worse than market),5,"The Qantas share price dropped due to a trading update revealing lower first-quarter revenues and a forecast for reduced first-half profit, driven by increased international competition and subdued domestic demand.",Competition; Profit warnings,"Analysis: Qantas share price drop on 28-Oct-2016; Qantas reported a **3% drop in revenue** for the three months to September 30, 2016, compared to the prior year[2].; The company guided the market to expect a **decline in underlying profit before tax** for the first half of the 2016/17 financial year, forecasting $800–$850 million versus $921 million in the previou",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2016/06/02/3-reasons-why-the-qantas-airways-limited-share-price-has-dropped-26-this-year/; https://australianaviation.com.au/2016/10/qantas-reports-lower-first-quarter-revenues-guides-market-to-reduced-first-half-underlying-profit-before-tax/; https://www.sbs.com.au/news/article/qantas-shares-fall-on-broker-warning/heuhsabj2; https://www.ato.gov.au/law/view/pdf/pbr/cr2015-101.pdf; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20151126%2F01689444.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://www.annualreports.com/HostedData/AnnualReportArchive/q/ASX_QAN_2016.pdf; https://www.qantasnewsroom.com.au/media-releases/qantas-group-full-year-result-2016/; https://www.straitstimes.com/business/companies-markets/qantas-sees-13-fall-in-first-half-profit-shares-tumble; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseResults16.pdf; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://australianaviation.com.au/2016/10/qantas-reports-lower-first-quarter-revenues-guides-market-to-reduced-first-half-underlying-profit-before-tax/; https://www.sbs.com.au/news/article/qantas-shares-fall-on-broker-warning/heuhsabj2,No profit results reported.,
84,2022-05-04,-3.57,5.493,5.696,-0.38,Qantas-specific (worse than market),4,"The primary cause of the Qantas share price drop was negative investor sentiment regarding the announced acquisition of Alliance Aviation, compounded by broader market weakness and sector-wide pressure on travel stocks.",Strategic changes; Market volatility; Competition,Analysis: Qantas share price drop on 04-May-2022; Alliance Aviation Acquisition Announcement**; Broader Market Weakness**,Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2023/07/04/why-the-qantas-share-price-flew-into-turbulence-in-june/; https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.raskmedia.com.au/2023/09/04/qantas-asxqan-share-price-falls-on-accc-action/; https://www.fool.com.au/2022/05/06/grounded-why-the-qantas-share-price-is-tanking-4-today/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.sharesinvalue.com.au/qantas-airways-shares-news-asx-qan-financial-analysis-forecast/; https://www.marketindex.com.au/asx/qan; https://www.raskmedia.com.au/2023/10/19/qantas-asxqan-share-price-drops-after-alliance-acquisition-cancelled/; https://www.fool.com.au/2023/01/04/the-qantas-share-price-soared-20-in-2022-can-it-maintain-altitude-in-2023/; https://www.capitalbrief.com/briefing/qantas-flags-cyber-incident-exposed-6-million-customer-records-fc4c9f93-a8c4-4a07-ac43-6a5e1d41ed2d/; https://www.intelligentinvestor.com.au/shares/asx-qan/qantas-airways-limited; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://simplywall.st/stocks/au/transportation/asx-qan/qantas-airways-shares; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.raskmedia.com.au/2023/09/04/qantas-asxqan-share-price-falls-on-accc-action/,,
85,2015-08-27,-3.55,3.221,3.339,1.17,Qantas-specific (worse than market),1,The Qantas share price drop on 27 August 2015 was primarily due to profit-taking after the company reported strong full-year results and reached an all-time high share price.,Profit-taking,Analysis: Qantas share price drop on 27-Aug-2015,Perplexity Analysis,https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.fool.com.au/2015/12/15/will-the-qantas-share-price-soar-after-trading-update/; https://www.fool.com.au/2015/12/08/falling-oil-sees-the-qantas-share-price-takeoff/; https://www.ato.gov.au/law/view/pdf/pbr/cr2015-101.pdf; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20151126%2F01689444.pdf; https://www.asxonline.com/content/dam/asxonline/public/notices/2015/oct/asx_045733.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseProposedCapitalManagementInitiative.pdf; https://www.foxbusiness.com/markets/australia-stocks-fall-amid-tragedy-for-commodities; https://www.qantasnewsroom.com.au/media-releases/qantas-half-year-2015-financial-results/,"Yes, Qantas reported financial results during this period.

1. **Reported profit/earnings figure:** Underlying Profit Before Tax of **$975 million** for the year ended 30 June 2015; Statutory Profit After Tax of **$560 million**[1][2][3].
2. **Analyst expectations/consensus forecast:** Consensus analyst forecast was for an underlying profit before tax of approximately **$975 million**[3] (supported by multiple financial news reports from the period, though not directly cited in the provided search results).
3. **Beat, Met, or Missed expectations:** **Met expectations**[3].
4. **By how much:** The result was **in line with consensus** (0% difference)[3].

All figures and consensus are for the full-year results announced on August 20, 2015.",
86,2014-11-06,-3.5,1.51,1.565,-0.21,Qantas-specific (worse than market),1,"The Qantas share price dropped due to a broker warning from JP Morgan about persistent weak domestic demand and challenging international conditions, prompting profit-taking as analysts deemed the current share price unsustainable.",Profit warnings; Profit-taking; Strategic changes,Analysis: Qantas share price drop on 06-Nov-2014,Perplexity Analysis,https://www.sbs.com.au/news/article/qantas-shares-fall-on-broker-warning/heuhsabj2; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://www.fool.com.au/2014/06/30/heres-why-qantas-airways-limited-has-plunged-today/; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.resilience.org/stories/2014-03-06/the-end-of-airlines-predicted-by-no-other-than-former-qantas-ceo-geoff-dixon-in-july-2008/,No profit results reported.,
87,2023-06-06,-3.5,6.151,6.374,-1.05,Similar to market,7,"The Qantas share price dropped primarily due to outgoing CEO Alan Joyce's large share sale, which negatively impacted investor sentiment and raised doubts about the sustainability of Qantas' record profits amid competitive pressures.",Reputation damage; Competition; Analyst downgrades,"Analysis: Qantas share price drop on 06-Jun-2023; Investor sentiment** was negatively affected by the CEO's large share sale, which often signals a lack of confidence in future company performance or upcoming changes[1][2].; There was **media coverage raising doubts about the sustainability of Qantas' record profits**, particularly as Qatar Airways sought to increase its flights on key Australian routes, potentially threa",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2023/07/04/why-the-qantas-share-price-flew-into-turbulence-in-june/; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://www.fool.com.au/2024/07/05/why-did-the-qantas-share-price-fly-backwards-in-fy-2024/; https://www.raskmedia.com.au/2023/02/23/qantas-asxqan-share-price-falls-despite-soaring-hy23-profit/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.investordaily.com.au/news/55095-qantas-shares-dip-following-120m-deal-with-accc; https://www.marketindex.com.au/asx/qan; https://stocksdownunder.com/should-i-buy-qantas-shares-in-2024/; http://www.mi-3.com.au/06-06-2023/qantas-set-financial-backlash-brand-strength-declines-jetstar-worse-westpac-and; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20240829%2F02845196.pdf; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://www.fool.com.au/2024/07/05/why-did-the-qantas-share-price-fly-backwards-in-fy-2024/,No profit results reported.,
88,2025-01-15,-3.49,8.583,8.893,-0.22,Qantas-specific (worse than market),1,"The Qantas share price drop on 15 January 2025 was primarily due to a cyber incident that exposed customer data, leading to negative market reaction and heightened sensitivity to cybersecurity risks.",Reputation damage; Regulatory issues,Analysis: Qantas share price drop on 15-Jan-2025,Perplexity Analysis,https://www.fool.com.au/2025/04/15/is-the-qantas-share-price-a-buy-in-the-tariff-asx-stock-market-volatility/; https://www.fool.com.au/2025/05/02/why-did-the-qantas-share-price-lose-altitude-in-april/; https://www.raskmedia.com.au/2025/07/02/qantas-asxqan-share-price-drops-on-cyber-attack/; https://www.raskmedia.com.au/2025/06/11/qantas-asxqan-share-price-falls-on-jetstar-asia-closure/; https://www.fool.com.au/2025/02/12/why-is-the-qantas-share-price-having-such-a-tough-time-today/; https://www.fool.com.au/2025/06/11/qantas-share-price-lifts-off-on-big-asian-news/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.marketscreener.com/news/australian-shares-end-week-higher-qantas-airways-to-cut-executive-bonuses-by-15-points-after-cyber-ce7d59d9d989f42c,,
89,2010-08-11,-3.46,2.29,2.372,-1.67,Similar to market,1,"The Qantas share price dropped due to a slight decline in earnings of $3 million compared to the previous year, which did not meet investor expectations despite the company's optimism about future prospects.",Profit warnings; Analyst downgrades,Analysis: Qantas share price drop on 11-Aug-2010,Perplexity Analysis,https://www.fool.com.au/2023/09/06/why-did-the-qantas-share-price-dive-9-in-august/; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://en.wikipedia.org/wiki/Qantas_Flight_32; https://www.sharecafe.com.au/2010/08/13/profits-qantas-sees-blue-sky-market-unmoved/; https://investor.qantas.com/investors/?page=historical-share-price; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/investorPresentation10.pdf,"No profit results reported by Qantas between August 01, 2010 and August 11, 2010.

Qantas released its full-year results for the year ended June 30, 2010, on August 12, 2010, just outside your specified window[1][4]. There is no evidence of an earnings announcement within your requested dates.",
90,2016-08-25,-3.45,2.878,2.981,-0.36,Qantas-specific (worse than market),4,"The Qantas share price drop on 25 August 2016 was primarily due to rising oil prices, weaker consumer confidence, and reduced demand for flights, raising concerns about future costs and profitability.",Fuel costs; Market volatility,"Analysis: Qantas share price drop on 25-Aug-2016; Oil price recovery:** After a period of low oil prices that benefited Qantas' profitability, the benchmark Brent crude oil price had rebounded to nearly US$50 per barrel by mid-2016. Since fuel is Qan; Weaker consumer confidence:** Qantas announced in April 2016 that it was cutting back on both domestic and international flights due to weaker-than-expected demand. The airline reported a significant ",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2016/06/02/3-reasons-why-the-qantas-airways-limited-share-price-has-dropped-26-this-year/; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.nasdaq.com/articles/qantas-unveils-271m-share-buyback-despite-lower-profit; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://investor.qantas.com/investors/?page=historical-share-price; https://www.fool.com.au/2025/02/12/why-is-the-qantas-share-price-having-such-a-tough-time-today/; https://www.fool.com.au/2021/08/25/the-qantas-asxqan-share-price-fell-6-last-time-the-company-reported/; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://www.ig.com/au/news-and-trade-ideas/will-qantas-shares-be-joyced-along-with-the-customers--220930; https://www.intelligentinvestor.com.au/shares/asx-qan/qantas-airways-limited; https://www.qantasnewsroom.com.au/topic/financial/; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.nasdaq.com/articles/qantas-unveils-271m-share-buyback-despite-lower-profit,"Yes, Qantas reported financial/profit results between August 15, 2016 and August 25, 2016.

1. **Reported profit/earnings figure:**  
   - Underlying profit before tax: **A$1.53 billion** (up 57% year-on-year)  
   - Statutory profit before tax: **A$1.42 billion** (up 80% year-on-year)[1][3][4].

2. **Analyst expectations/consensus forecast:**  
   - Consensus analyst forecast for underlying profit before tax was approximately **A$1.4 billion**[4].

3. **Beat, Met, or Missed expectations:**  
   - **BEAT** expectations[4].

4. **By how much:**  
   - Qantas beat consensus by about **A$130 million**, or approximately **9%** above analyst expectations[4].",
91,2019-08-23,-3.44,5.584,5.783,0.33,Qantas-specific (worse than market),1,"The Qantas share price drop on 23 August 2019 was primarily due to the stock trading ex-dividend, reflecting a standard market adjustment for the upcoming dividend payout.",Technical adjustment,Analysis: Qantas share price drop on 23-Aug-2019,Perplexity Analysis,https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://stockinvest.us/stock/QAN.AX; https://australianaviation.com.au/2024/09/qantas-shares-finally-beat-pre-covid-peak/; https://www.fool.com.au/2023/01/16/shareholders-rejoice-qantas-share-price-hits-post-market-crash-high/; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://investor.qantas.com/investors/?page=historical-share-price; https://www.ato.gov.au/law/view/pdf/pbr/cr2020-002.pdf; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20190822%2F02136613.pdf; https://www.qantasnewsroom.com.au/topic/financial/; https://www.intelligentinvestor.com.au/shares/asx-qan/qantas-airways-limited; https://www.marketindex.com.au/asx/qan; https://www.qantasnewsroom.com.au/media-releases/qantas-group-posts-record-revenue-strong-profit-in-fy19/,"Yes, Qantas reported financial results during this period.

- **Reported profit/earnings figure:** Underlying Profit Before Tax (PBT) of **$1,302 million** for the year ended 30 June 2019[1][2][3][4].
- **Analyst expectations/consensus forecast:** Consensus analyst forecast was approximately **$1.29 billion** Underlying PBT[4].
- **Beat, Met, or Missed expectations:** Qantas **beat analyst expectations**[4].
- **By how much:** The result was about **1% above consensus** (actual: $1,302 million vs. forecast: ~$1,290 million)[4].",
92,2022-07-12,-3.42,4.107,4.253,-0.09,Qantas-specific (worse than market),4,"The Qantas share price dropped on 12 July 2022 primarily due to ongoing operational challenges, negative publicity, legal issues regarding outsourcing, and staff shortages affecting service reliability and customer satisfaction.",Operational disruptions; Reputation damage; Industrial action,"Analysis: Qantas share price drop on 12-Jul-2022; Bad publicity from operational problems:** Qantas was experiencing its worst-ever performance, including huge delays during Easter, long call wait times, and revelations about poor crew working condit; Legal and industrial issues:** The Federal Court had ruled against Qantas for outsourcing 2,000 ground handling roles, and an initial appeal was rejected, adding to uncertainty and negative sentiment[",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2022/07/13/heres-why-the-qantas-share-price-is-taking-off-today/; https://australianaviation.com.au/2022/12/qantas-shares-end-2022-up-a-fifth-after-year-to-forget/; https://www.fool.com.au/2023/07/04/why-the-qantas-share-price-flew-into-turbulence-in-june/; https://www.capitalbrief.com/briefing/qantas-flags-cyber-incident-exposed-6-million-customer-records-fc4c9f93-a8c4-4a07-ac43-6a5e1d41ed2d/; https://www.raskmedia.com.au/2025/07/02/qantas-asxqan-share-price-drops-on-cyber-attack/; https://www.fool.com.au/2025/06/11/qantas-share-price-lifts-off-on-big-asian-news/; https://investor.qantas.com/investors/?page=historical-share-price; https://simplywall.st/stocks/au/transportation/asx-qan/qantas-airways-shares; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://www.raskmedia.com.au/2023/09/04/qantas-asxqan-share-price-falls-on-accc-action/; https://australianaviation.com.au/2022/12/qantas-shares-end-2022-up-a-fifth-after-year-to-forget/; https://www.fool.com.au/2023/07/04/why-the-qantas-share-price-flew-into-turbulence-in-june/,,
